"place","check_in","check_out","hotel name","no_rooms","group_adults","hotel_link"
"Singapore","11/5/2017","12/5/2017","Destination Singapore Beach Road","1","2","https://www.booking.com/hotel/sg/destination-singapore-beach-road.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=179083201_91186356_0_1_0;all_sr_blocks=179083201_91186356_0_1_0;room1=A%2CA;hpos=39;dest_type=city;dest_id=-73635;srfid=036ae4a85946d245a97754c64c7255faa4199a34X39;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Four Seasons Hotel Singapore","1","2","https://www.booking.com/hotel/sg/four-season-singapore.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=45388702_97558380_2_2_0;all_sr_blocks=45388702_97558380_2_2_0;room1=A%2CA;hpos=40;dest_type=city;dest_id=-73635;srfid=036ae4a85946d245a97754c64c7255faa4199a34X40;from=searchresults;hip_dst=1;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","InterContinental Singapore","1","2","https://www.booking.com/hotel/sg/intercontinental-singapore.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=2510318_100090120_2_2_0;all_sr_blocks=2510318_100090120_2_2_0;room1=A%2CA;hpos=41;dest_type=city;dest_id=-73635;srfid=036ae4a85946d245a97754c64c7255faa4199a34X41;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Singapore Marriott Tang Plaza Hotel","1","2","https://www.booking.com/hotel/sg/singapore-marriott.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=2514914_95155105_0_42_0;all_sr_blocks=2514914_95155105_0_42_0;room1=A%2CA;hpos=42;dest_type=city;dest_id=-73635;srfid=036ae4a85946d245a97754c64c7255faa4199a34X42;from=searchresults;hip_dst=1;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Resorts World Sentosa - Hard Rock Hotel","1","2","https://www.booking.com/hotel/sg/resorts-world-sentosa-hard-rock.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=27052701_91301065_2_2_0;all_sr_blocks=27052701_91301065_2_2_0;room1=A%2CA;hpos=43;dest_type=city;dest_id=-73635;srfid=036ae4a85946d245a97754c64c7255faa4199a34X43;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Hotel Grand Central","1","2","https://www.booking.com/hotel/sg/grand-central.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=132890811_85733366_0_2_0;all_sr_blocks=132890811_85733366_0_2_0;room1=A%2CA;hpos=44;dest_type=city;dest_id=-73635;srfid=036ae4a85946d245a97754c64c7255faa4199a34X44;from=searchresults;hip_dst=1;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","M Hotel Singapore","1","2","https://www.booking.com/hotel/sg/m-singapore.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=2512502_95148946_0_2_0;all_sr_blocks=2512502_95148946_0_2_0;room1=A%2CA;hpos=45;dest_type=city;dest_id=-73635;srfid=036ae4a85946d245a97754c64c7255faa4199a34X45;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Resorts World Sentosa - Festive Hotel","1","2","https://www.booking.com/hotel/sg/resorts-world-sentosa-festive.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=27056302_91301080_2_2_0;all_sr_blocks=27056302_91301080_2_2_0;room1=A%2CA;hpos=46;dest_type=city;dest_id=-73635;srfid=036ae4a85946d245a97754c64c7255faa4199a34X46;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Carlton City Hotel Singapore","1","2","https://www.booking.com/hotel/sg/carlton-city-singapore.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=53918802_91333063_0_2_0;all_sr_blocks=53918802_91333063_0_2_0;room1=A%2CA;hpos=47;dest_type=city;dest_id=-73635;srfid=036ae4a85946d245a97754c64c7255faa4199a34X47;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Studio M Hotel","1","2","https://www.booking.com/hotel/sg/studio-m.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=17561401_91297035_0_2_0;all_sr_blocks=17561401_91297035_0_2_0;room1=A%2CA;hpos=48;dest_type=city;dest_id=-73635;srfid=036ae4a85946d245a97754c64c7255faa4199a34X48;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Mercure Singapore Bugis","1","2","https://www.booking.com/hotel/sg/mercure-singapore-bugis.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=172775502_97160508_0_2_0;all_sr_blocks=172775502_97160508_0_2_0;room1=A%2CA;hpos=49;dest_type=city;dest_id=-73635;srfid=036ae4a85946d245a97754c64c7255faa4199a34X49;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Hotel Chancellor@Orchard","1","2","https://www.booking.com/hotel/sg/chancellor-orchard.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=132891902_85741478_2_2_0;all_sr_blocks=132891902_85741478_2_2_0;room1=A%2CA;hpos=50;dest_type=city;dest_id=-73635;srfid=036ae4a85946d245a97754c64c7255faa4199a34X50;from=searchresults;hip_dst=1;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","The Quincy Hotel by Far East Hospitality","1","2","https://www.booking.com/hotel/sg/quincy.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=2516702_99511511_0_1_0;all_sr_blocks=2516702_99511511_0_1_0;room1=A%2CA;hpos=1;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X45;from=searchresults;hip_dst=1;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Amara Singapore","1","2","https://www.booking.com/hotel/sg/amara-singapore.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=2511005_95148922_0_2_0;all_sr_blocks=2511005_95148922_0_2_0;room1=A%2CA;hpos=2;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X46;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Somerset Liang Court Singapore","1","2","https://www.booking.com/hotel/sg/somerset-liang-court.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;soh=1;highlighted_blocks=;all_sr_blocks=;room1=A%2CA;soldout=0%2C0;hpos=3;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X47;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Le Méridien Singapore, Sentosa","1","2","https://www.booking.com/hotel/sg/le-meridien-singapore-sentosa.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=29347331_94398528_2_2_0;all_sr_blocks=29347331_94398528_2_2_0;room1=A%2CA;hpos=4;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X48;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Amara Sanctuary Resort Sentosa","1","2","https://www.booking.com/hotel/sg/amara-sanctuary-resort-sentosa.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=2512301_95148939_2_42_0;all_sr_blocks=2512301_95148939_2_42_0;room1=A%2CA;hpos=5;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X49;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Capri by Fraser Changi City, Singapore","1","2","https://www.booking.com/hotel/sg/capri-by-fraser.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=40071721_94457084_0_2_0;all_sr_blocks=40071721_94457084_0_2_0;room1=A%2CA;hpos=6;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X50;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","The Elizabeth Hotel by Far East Hospitality","1","2","https://www.booking.com/hotel/sg/the-elizabeth.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=2510601_95148913_0_2_0;all_sr_blocks=2510601_95148913_0_2_0;room1=A%2CA;hpos=7;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X51;from=searchresults;hip_dst=1;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Ramada Singapore at Zhongshan Park","1","2","https://www.booking.com/hotel/sg/ramada-singapore-at-zhongshan-park.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=45772401_94090220_0_2_0;all_sr_blocks=45772401_94090220_0_2_0;room1=A%2CA;hpos=8;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X52;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Innotel Hotel","1","2","https://www.booking.com/hotel/sg/innotel.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=27412401_93721855_2_2_0;all_sr_blocks=27412401_93721855_2_2_0;room1=A%2CA;hpos=9;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X53;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Pan Pacific Serviced Suites Beach Road","1","2","https://www.booking.com/hotel/sg/pan-pacific-serviced-suites-beach-road.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;soh=1;highlighted_blocks=;all_sr_blocks=;room1=A%2CA;soldout=0%2C0;hpos=10;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X54;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Park Hotel Alexandra","1","2","https://www.booking.com/hotel/sg/park-alexandra.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=130336401_100090336_0_2_0;all_sr_blocks=130336401_100090336_0_2_0;room1=A%2CA;hpos=11;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X55;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Grand Copthorne Waterfront","1","2","https://www.booking.com/hotel/sg/grand-copthorne-waterfront.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=2512601_95148948_0_2_0;all_sr_blocks=2512601_95148948_0_2_0;room1=A%2CA;hpos=12;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X56;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Dorsett Singapore","1","2","https://www.booking.com/hotel/sg/dorsett-singapore.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=45287601_91330364_0_2_0;all_sr_blocks=45287601_91330364_0_2_0;room1=A%2CA;hpos=13;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X57;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Grand Park City Hall","1","2","https://www.booking.com/hotel/sg/grand-plaza-park-city-hall.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=2509602_95148898_2_2_0;all_sr_blocks=2509602_95148898_2_2_0;room1=A%2CA;hpos=14;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X58;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Regent Singapore - A Four Seasons Hotel","1","2","https://www.booking.com/hotel/sg/the-regent-singapore.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=24288501_95459836_2_2_0;all_sr_blocks=24288501_95459836_2_2_0;room1=A%2CA;hpos=15;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X59;from=searchresults;hip_dst=1;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Grand Mercure Singapore Roxy","1","2","https://www.booking.com/hotel/sg/grandmercureroxy.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=2508306_94238482_0_42_0;all_sr_blocks=2508306_94238482_0_42_0;room1=A%2CA;hpos=16;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X60;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Fraser Suites Singapore","1","2","https://www.booking.com/hotel/sg/fraser-suites-river-valley-singapore.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;soh=1;highlighted_blocks=;all_sr_blocks=;room1=A%2CA;soldout=0%2C0;hpos=17;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X61;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Village Hotel Albert Court by Far East Hospitality","1","2","https://www.booking.com/hotel/sg/albert-court.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=2510701_97018049_0_2_0;all_sr_blocks=2510701_97018049_0_2_0;room1=A%2CA;hpos=18;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X62;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Hotel Royal","1","2","https://www.booking.com/hotel/sg/royal.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=2501112_95148802_0_2_0;all_sr_blocks=2501112_95148802_0_2_0;room1=A%2CA;hpos=19;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X63;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","JW Marriott Hotel Singapore South Beach","1","2","https://www.booking.com/hotel/sg/jw-marriott-hotel-singapore-south-beach.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=144082911_97490032_0_2_0;all_sr_blocks=144082911_97490032_0_2_0;room1=A%2CA;hpos=20;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X64;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Days Hotel Singapore at Zhongshan Park","1","2","https://www.booking.com/hotel/sg/days-singapore-at-zhongshan-park.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=44034206_94090126_0_2_0;all_sr_blocks=44034206_94090126_0_2_0;room1=A%2CA;hpos=21;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X65;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Park Avenue Changi","1","2","https://www.booking.com/hotel/sg/park-avenue-changi.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=46020602_91929792_0_0_0;all_sr_blocks=46020602_91929792_0_0_0;room1=A%2CA;hpos=22;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X66;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Conrad Centennial Singapore","1","2","https://www.booking.com/hotel/sg/conrad-centennial-singapore.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=4580209_95461493_2_2_0;all_sr_blocks=4580209_95461493_2_2_0;room1=A%2CA;hpos=23;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X67;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Swissotel The Stamford","1","2","https://www.booking.com/hotel/sg/swissotelsingapore.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;soh=1;highlighted_blocks=;all_sr_blocks=;room1=A%2CA;soldout=0%2C0;hpos=24;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X68;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Holiday Inn Express Singapore Katong","1","2","https://www.booking.com/hotel/sg/holiday-inn-express-singapore-katong.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=167052502_98768319_0_1_0;all_sr_blocks=167052502_98768319_0_1_0;room1=A%2CA;hpos=25;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X69;from=searchresults;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Hilton Singapore","1","2","https://www.booking.com/hotel/sg/hilton-singapore.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=4375011_96909270_2_2_0;all_sr_blocks=4375011_96909270_2_2_0;room1=A%2CA;hpos=26;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X70;from=searchresults;hip_dst=1;highlight_room=#hotelTmpl"
"Singapore","11/5/2017","12/5/2017","Copthorne King's Hotel","1","2","https://www.booking.com/hotel/sg/copthorne-king-s.html?label=gen173nr-1DCAQoggJCEHNlYXJjaF9zaW5nYXBvcmVIM2IFbm9yZWZyBXVzX2tziAEBmAExwgEDYWJuyAEP2AED6AEB-AEDkgIBeagCBA;sid=134a831ab386f7aa029a92960b6f6e80;checkin=2017-05-11;checkout=2017-05-12;ucfs=1;highlighted_blocks=2512401_95148944_0_2_0;all_sr_blocks=2512401_95148944_0_2_0;room1=A%2CA;hpos=27;dest_type=city;dest_id=-73635;srfid=624c90c12997b461d7cae90cad5ff5d69084dec4X71;from=searchresults;highlight_room=#hotelTmpl"
